Date,Oil Price,cpi_all_items,cpi_all_items_minus,cpi_food,cpi_energy,cpi_gas,CUUR0000SAM,CUUR0000SEMC01,CUUR0000SEMD01,CUUR0000SEMF01,CUUR0000SAH1,total_mfg_ind,PCU221122221122,PCU311421311421,petrol_grease_mfg,ind_gas_mfg,PCU325---325,PCU3251803251806,PCU325199325199P,PCU325211325211,PCU325212325212P,PCU325412325412,PCU325510325510,PCU331110331110,PCU331315331315,PCU332322332322,PCU332510332510,PCU332618332618,PCU332911332911,PCU332991332991,oil_gas_machine_equip_mfg,PCU333132333132,PCU333611333611,PCU33441K33441K,PCU335311335311,PCU335313335313,PCU335931335931,PCU336110336110,PCU336412336412,PCU336413336413,PCU441110441110,PCU481111481111,PCU482111482111,supermarkets_grocery_stores,truck_transp,PCU4841214841212,PCU532412532412,PCU621111621111,PCU622110622110
06/01/20,41.15,257.80,266.30,269.77,193.38,185.42,520.73,390.72,352.79,533.46,325.81,190.20,153.10,217.10,464.70,180.00,285.10,346.30,305.10,251.10,200.70,823.90,303.10,159.90,162.40,217.30,209.20,252.10,261.50,289.60,266.80,269.50,229.30,130.60,252.10,218.90,204.00,152.00,233.50,190.70,165.20,275.40,218.60,208.90,142.10,146.30,119.70,148.10,210.10
07/01/20,43.30,259.10,267.70,268.86,197.67,194.40,522.69,392.93,353.38,533.55,326.58,192.30,153.90,217.30,462.00,177.10,286.40,346.60,305.30,254.50,200.00,824.70,303.80,158.90,164.20,217.40,209.30,252.10,260.80,289.60,266.70,269.50,229.80,130.80,254.70,220.60,205.10,152.10,233.30,190.70,169.50,254.20,218.40,214.50,145.00,149.00,118.50,148.20,211.20
08/01/20,45.10,259.92,268.76,269.08,197.36,194.45,523.30,393.03,353.33,534.25,327.00,193.00,154.60,216.80,462.70,177.20,287.70,347.30,306.20,261.20,201.00,824.10,303.70,156.30,168.10,217.20,209.40,252.40,261.00,290.50,266.70,269.50,229.30,130.80,255.60,218.40,205.80,152.30,233.30,190.80,170.70,235.80,219.40,216.10,145.40,153.00,118.50,148.50,212.50
09/01/20,40.95,260.28,269.05,269.16,198.86,195.89,522.53,392.47,355.13,529.97,327.12,192.90,156.40,219.00,462.90,177.70,288.20,355.00,304.90,262.30,203.50,820.30,303.90,155.70,174.80,217.20,209.20,252.50,261.20,290.20,266.70,269.50,229.60,130.80,256.00,218.80,206.20,152.30,234.40,190.80,172.10,236.40,219.90,208.90,146.00,154.00,117.70,148.50,212.50
10/01/20,37.46,260.39,269.33,269.83,196.46,192.79,520.73,392.10,354.29,527.65,327.27,193.70,148.40,219.10,462.80,180.10,290.70,356.80,304.30,272.20,207.40,820.70,303.50,158.20,173.60,217.30,209.30,251.90,262.40,290.60,266.90,270.30,229.90,130.80,256.90,219.30,206.80,154.30,234.10,190.90,173.80,250.50,220.10,213.80,148.40,157.10,117.10,148.40,213.50
11/01/20,39.45,260.23,269.47,269.07,194.39,187.61,519.85,392.16,355.16,526.17,327.44,194.50,148.20,220.20,464.70,177.80,292.00,364.90,307.80,273.60,210.80,820.90,303.10,161.70,174.40,217.30,209.60,251.50,262.30,291.40,266.90,270.30,230.50,131.20,258.10,220.40,206.90,154.90,234.00,190.90,173.60,238.70,220.40,211.90,150.00,162.00,117.20,148.40,213.40
12/01/20,51.34,260.47,269.23,270.02,198.16,193.99,518.77,391.81,355.23,525.24,327.70,196.70,147.70,220.00,464.30,188.00,293.80,366.10,311.90,279.10,217.10,820.30,302.60,171.60,181.10,217.30,209.60,253.00,262.90,291.60,267.40,270.30,230.90,131.40,258.80,221.10,206.70,155.50,234.10,190.90,171.10,228.70,221.40,208.80,151.00,164.80,117.10,148.30,213.30
01/01/21,55.88,261.58,269.76,270.94,205.27,207.41,522.13,397.89,358.73,525.43,328.28,199.60,148.60,220.80,467.20,187.60,298.70,370.20,316.80,287.50,219.50,832.60,304.10,181.50,185.20,216.40,210.30,254.60,264.10,291.90,271.30,270.30,231.20,134.40,262.00,221.50,207.10,156.00,235.50,191.40,171.80,226.50,223.20,213.20,151.80,162.50,117.00,152.10,215.00
02/01/21,66.13,263.01,270.70,271.36,213.28,221.69,524.21,405.90,359.52,521.23,329.01,203.10,150.20,221.10,468.90,186.80,303.20,379.80,318.70,300.40,216.50,833.80,310.10,200.80,188.30,221.50,215.30,256.50,264.40,294.10,271.90,270.10,231.70,134.40,263.00,222.90,207.20,155.80,235.80,191.10,172.40,220.30,224.40,213.10,154.50,168.40,118.80,152.90,217.00
03/01/21,63.54,264.88,271.71,271.81,225.86,247.65,524.73,407.05,361.47,521.38,330.12,207.90,154.90,220.40,478.70,184.20,309.50,392.70,324.60,326.70,219.10,835.10,311.10,232.50,191.40,224.00,215.30,262.70,265.90,296.10,272.20,270.10,232.10,137.30,269.60,223.00,211.40,155.40,235.80,191.70,177.50,232.80,226.80,213.90,157.40,170.40,119.70,153.10,217.10
04/01/21,67.25,267.05,273.97,273.09,229.12,252.60,524.59,405.87,361.59,523.88,331.35,210.10,150.70,220.50,489.80,184.10,314.50,399.90,338.60,342.80,227.40,834.10,315.40,271.80,202.70,228.70,216.10,264.70,266.60,296.20,272.40,270.10,232.40,138.00,274.10,225.40,212.40,155.70,235.80,192.20,187.60,259.70,228.40,216.70,159.90,176.30,119.70,153.40,217.10
05/01/21,69.63,269.20,275.89,274.21,235.34,263.17,523.92,405.74,361.29,522.12,332.45,215.10,152.60,221.60,490.90,184.80,320.60,417.90,350.00,350.30,234.60,835.30,318.00,281.70,207.80,230.80,219.40,270.10,267.20,297.60,273.60,270.10,234.60,138.30,285.60,226.20,213.80,156.70,236.10,192.10,199.90,249.10,230.30,211.20,162.60,178.70,121.40,153.40,217.40
06/01/21,75.13,271.70,278.22,276.21,240.72,268.98,522.99,406.81,361.38,519.86,334.22,217.90,161.80,220.80,493.60,188.20,324.70,440.90,350.20,362.90,241.60,835.50,321.00,299.80,216.70,240.60,229.00,273.40,267.90,297.50,277.00,273.80,234.30,138.80,302.70,227.10,215.10,157.50,236.00,192.20,207.00,266.20,231.00,211.40,163.40,178.70,121.40,153.40,216.40
07/01/21,76.33,273.00,279.15,278.13,244.80,275.66,524.22,408.45,363.25,519.96,335.81,219.49,164.74,221.48,501.21,192.81,327.08,447.09,353.51,371.40,250.10,832.63,330.30,327.78,217.05,246.15,230.94,281.98,269.80,306.82,277.36,275.04,234.59,139.32,304.64,231.54,219.72,157.86,238.65,192.22,209.47,283.85,232.41,210.33,163.97,184.22,121.51,153.58,217.25
08/01/21,70.70,273.57,279.51,279.14,246.64,277.45,525.25,408.49,365.84,519.73,336.28,220.11,166.52,223.60,508.39,197.04,330.53,455.44,361.33,376.96,265.42,832.98,335.11,345.66,225.20,254.14,232.79,289.74,271.64,308.15,278.26,275.62,234.35,139.48,304.96,233.57,220.42,158.19,237.74,192.22,211.00,280.33,233.49,216.46,166.08,186.70,121.53,153.58,217.57
09/01/21,78.52,274.31,279.88,281.51,248.23,278.34,524.82,407.27,366.39,521.51,337.45,221.87,167.07,226.61,509.52,196.47,331.36,466.89,364.44,377.06,272.23,833.12,340.12,362.26,232.19,255.21,237.80,295.91,272.86,309.84,279.55,275.62,236.17,140.33,315.88,239.98,222.29,158.15,237.95,192.46,215.66,247.42,234.58,217.86,168.53,191.04,121.64,153.94,217.66
10/01/21,84.38,276.59,281.62,284.21,255.34,288.50,527.56,407.39,368.59,523.86,338.67,225.48,165.56,228.94,527.87,191.38,335.87,476.39,370.24,379.45,272.93,834.22,343.91,376.26,242.26,259.76,254.74,296.58,275.93,309.94,289.05,277.23,236.76,140.93,324.41,240.41,223.52,159.51,238.21,193.06,221.66,256.86,236.30,220.92,171.82,198.35,122.17,154.05,218.00
11/01/21,70.57,277.95,282.75,285.51,259.10,296.57,528.88,408.84,367.48,524.51,340.00,227.11,165.39,229.06,527.77,211.90,338.56,493.99,376.28,375.40,268.65,834.22,346.55,385.81,247.46,265.28,258.12,299.80,277.14,312.07,290.33,278.30,237.09,141.26,340.58,241.33,224.68,159.73,238.22,193.18,224.61,270.59,237.88,220.92,177.06,204.99,122.62,154.44,218.12
12/01/21,79.20,278.80,283.91,286.97,256.21,290.19,530.03,408.64,366.85,525.25,341.24,226.47,163.07,231.73,528.58,220.23,339.39,554.38,374.39,367.88,259.80,834.46,349.82,386.67,229.37,271.24,259.55,301.49,280.42,310.64,292.56,278.94,237.67,142.03,347.71,243.47,226.69,159.85,239.69,193.48,226.10,283.40,238.89,222.52,179.58,205.90,122.99,154.64,218.40
01/01/22,91.21,281.15,286.00,289.77,260.65,290.42,535.05,408.34,371.65,532.04,342.60,231.50,166.73,235.25,532.81,220.24,343.59,545.34,390.95,357.30,262.01,844.73,370.53,388.60,237.21,273.78,260.72,303.40,283.32,311.22,293.52,285.23,239.97,142.43,356.30,245.19,229.30,160.20,241.82,194.79,222.75,263.15,241.00,230.01,185.89,209.09,123.47,154.24,221.43
02/01/22,100.99,283.72,288.06,292.79,267.77,305.96,536.93,407.98,371.75,533.59,344.61,237.25,171.58,237.63,534.91,225.18,347.30,619.20,398.00,357.65,261.91,847.87,372.89,354.11,257.31,278.51,262.02,309.72,287.48,316.25,293.69,285.34,239.24,142.53,357.55,259.86,230.35,161.19,242.32,194.84,229.85,263.37,241.78,228.13,190.46,214.13,125.24,154.31,221.53
03/01/22,107.91,287.50,289.31,295.73,298.25,366.50,539.74,410.00,373.31,532.72,346.62,245.40,170.24,240.26,541.18,230.89,351.65,632.16,405.46,357.63,263.85,849.40,378.47,334.59,256.52,282.84,262.89,315.90,290.48,321.86,294.22,285.58,241.80,142.61,377.65,261.39,230.70,161.19,246.22,194.75,229.71,304.35,243.48,231.11,198.15,224.22,125.92,154.26,221.56
04/01/22,109.34,289.11,290.85,298.71,298.47,362.80,541.52,410.83,374.50,532.98,348.39,249.83,171.69,245.20,566.07,231.24,358.56,666.45,413.11,370.66,272.81,850.48,398.36,346.06,259.87,285.35,263.09,322.78,294.86,321.79,302.83,285.58,247.44,142.67,389.47,263.10,232.40,162.81,249.69,194.75,231.39,321.89,249.95,234.69,200.87,226.52,126.46,154.03,220.95
05/01/22,114.81,292.30,292.51,302.04,316.76,391.26,543.49,410.25,375.27,532.20,350.58,256.58,177.80,251.54,565.31,234.72,362.47,665.61,423.11,376.19,274.22,851.20,402.02,381.29,252.55,290.85,264.22,324.72,304.18,324.24,304.70,288.58,247.69,142.86,393.38,265.09,233.46,163.48,250.15,195.11,235.43,325.57,254.81,238.95,203.87,232.53,128.26,154.03,221.74
06/01/22,110.01,296.31,294.68,305.04,340.92,430.14,546.72,410.73,375.32,532.66,352.97,262.83,193.18,249.97,595.44,236.33,367.40,687.01,433.18,380.47,279.73,867.96,410.94,376.96,243.57,294.66,264.18,325.82,304.89,334.50,306.22,289.79,248.54,144.10,407.82,274.34,233.94,164.04,251.33,195.66,236.94,353.16,256.10,247.04,202.80,224.80,129.34,154.03,223.68
07/01/22,96.48,296.28,295.65,308.53,325.41,396.95,549.56,411.85,377.42,534.31,354.94,257.55,192.83,254.99,612.90,236.43,367.49,713.85,445.02,375.71,290.74,869.67,414.01,362.30,234.77,298.87,267.31,342.14,305.29,342.77,308.31,289.92,247.84,144.73,412.43,278.68,235.15,164.57,252.14,195.70,237.55,354.36,259.06,244.30,201.89,222.01,129.08,154.21,224.21
